Record	Species	Country	Locality	Latitude Y	Longitude X	Reliability	host	year	authority
2126	Amblyomma lepidum	Tanzania	not given	-3.7506	34.7286	M1	not individually recorded	1955-1961	224
2127	Amblyomma lepidum	Tanzania	not given	-4.4148	33.5282	M1	not individually recorded	1955-1961	224
2128	Amblyomma lepidum	Tanzania	not given	-4.1973	33.5385	M1	not individually recorded	1955-1961	224
2129	Amblyomma lepidum	Tanzania	not given	-4.2136	33.3478	M1	not individually recorded	1955-1961	224
2130	Amblyomma lepidum	Tanzania	not given	-4.2988	33.2369	M1	not individually recorded	1955-1961	224
2131	Amblyomma lepidum	Tanzania	not given	-4.1711	33.1181	M1	not individually recorded	1955-1961	224
2132	Amblyomma lepidum	Tanzania	not given	-4.0437	32.9415	M1	not individually recorded	1955-1961	224
2133	Amblyomma lepidum	Tanzania	not given	-4.1616	32.7892	M1	not individually recorded	1955-1961	224
2134	Amblyomma lepidum	Tanzania	not given	-4.0843	32.6179	M1	not individually recorded	1955-1961	224
2135	Amblyomma lepidum	Tanzania	not given	-4.3872	32.7607	M1	not individually recorded	1955-1961	224
2136	Amblyomma lepidum	Tanzania	not given	-4.0285	33.0442	M1	not individually recorded	1955-1961	224
2137	Amblyomma lepidum	Tanzania	not given	-3.8335	32.6275	M1	not individually recorded	1955-1961	224
2138	Amblyomma lepidum	Tanzania	not given	-3.8211	32.6747	M1	not individually recorded	1955-1961	224
2139	Amblyomma lepidum	Tanzania	not given	-3.881	32.6232	M1	not individually recorded	1955-1961	224
2140	Amblyomma lepidum	Tanzania	not given	-3.9483	32.8368	M1	not individually recorded	1955-1961	224
2141	Amblyomma lepidum	Tanzania	not given	-3.8768	32.9933	M1	not individually recorded	1955-1961	224
2142	Amblyomma lepidum	Tanzania	not given	-3.8086	33.0449	M1	not individually recorded	1955-1961	224
2143	Amblyomma lepidum	Tanzania	not given	-3.7337	32.8796	M1	not individually recorded	1955-1961	224
2144	Amblyomma lepidum	Tanzania	not given	-3.1953	32.6172	M1	not individually recorded	1955-1961	224
2145	Amblyomma lepidum	Tanzania	not given	-3.343	32.7321	M1	not individually recorded	1955-1961	224
2146	Amblyomma lepidum	Tanzania	not given	-3.4281	32.8635	M1	not individually recorded	1955-1961	224
2147	Amblyomma lepidum	Tanzania	not given	-3.469	32.8195	M1	not individually recorded	1955-1961	224
2148	Amblyomma lepidum	Tanzania	not given	-3.4949	32.5491	M1	not individually recorded	1955-1961	224
2149	Amblyomma lepidum	Tanzania	not given	-3.5	32.4875	M1	not individually recorded	1955-1961	224
2150	Amblyomma lepidum	Tanzania	not given	-3.6009	32.8996	M1	not individually recorded	1955-1961	224
2151	Amblyomma lepidum	Tanzania	not given	-3.532	32.903	M1	not individually recorded	1955-1961	224
2152	Amblyomma lepidum	Tanzania	not given	-3.6498	32.9941	M1	not individually recorded	1955-1961	224
2153	Amblyomma lepidum	Tanzania	not given	-3.6191	33.1754	M1	not individually recorded	1955-1961	224
2154	Amblyomma lepidum	Tanzania	not given	-3.6858	33.3553	M1	not individually recorded	1955-1961	224
2155	Amblyomma lepidum	Tanzania	not given	-3.7435	33.3123	M1	not individually recorded	1955-1961	224
2156	Amblyomma lepidum	Tanzania	not given	-3.784	33.2393	M1	not individually recorded	1955-1961	224
2157	Amblyomma lepidum	Tanzania	not given	-3.8305	33.1627	M1	not individually recorded	1955-1961	224
2158	Amblyomma lepidum	Tanzania	not given	-3.9084	33.1279	M1	not individually recorded	1955-1961	224
2159	Amblyomma lepidum	Tanzania	not given	-3.6919	33.4444	M1	not individually recorded	1955-1961	224
2160	Amblyomma lepidum	Tanzania	not given	-3.9567	33.3418	M1	not individually recorded	1955-1961	224
2161	Amblyomma lepidum	Tanzania	not given	-2.6058	32.9234	M1	not individually recorded	1955-1961	224
2162	Amblyomma lepidum	Tanzania	not given	-2.6913	33.0053	M1	not individually recorded	1955-1961	224
2163	Amblyomma lepidum	Tanzania	not given	-2.812	33.0591	M1	not individually recorded	1955-1961	224
2164	Amblyomma lepidum	Tanzania	not given	-2.7987	33.539	M1	not individually recorded	1955-1961	224
2165	Amblyomma lepidum	Tanzania	not given	-2.7414	33.5181	M1	not individually recorded	1955-1961	224
2166	Amblyomma lepidum	Tanzania	not given	-2.776	33.4465	M1	not individually recorded	1955-1961	224
2167	Amblyomma lepidum	Tanzania	not given	-2.771	33.3514	M1	not individually recorded	1955-1961	224
2168	Amblyomma lepidum	Tanzania	not given	-2.7129	33.187	M1	not individually recorded	1955-1961	224
2169	Amblyomma lepidum	Tanzania	not given	-2.7548	33.2118	M1	not individually recorded	1955-1961	224
2170	Amblyomma lepidum	Tanzania	not given	-2.8165	33.2097	M1	not individually recorded	1955-1961	224
2171	Amblyomma lepidum	Tanzania	not given	-2.8018	33.2605	M1	not individually recorded	1955-1961	224
2172	Amblyomma lepidum	Tanzania	not given	-2.8131	33.135	M1	not individually recorded	1955-1961	224
2173	Amblyomma lepidum	Tanzania	not given	-2.8624	33.0969	M1	not individually recorded	1955-1961	224
2174	Amblyomma lepidum	Tanzania	not given	-2.9164	33.1335	M1	not individually recorded	1955-1961	224
2175	Amblyomma lepidum	Tanzania	not given	-2.8505	33.1754	M1	not individually recorded	1955-1961	224
2176	Amblyomma lepidum	Tanzania	not given	-2.896	33.2013	M1	not individually recorded	1955-1961	224
2177	Amblyomma lepidum	Tanzania	not given	-2.8558	33.2139	M1	not individually recorded	1955-1961	224
2178	Amblyomma lepidum	Tanzania	not given	-2.8624	33.2597	M1	not individually recorded	1955-1961	224
2179	Amblyomma lepidum	Tanzania	not given	-2.868	33.3223	M1	not individually recorded	1955-1961	224
2180	Amblyomma lepidum	Tanzania	not given	-2.9083	33.3181	M1	not individually recorded	1955-1961	224
2181	Amblyomma lepidum	Tanzania	not given	-2.9569	33.3114	M1	not individually recorded	1955-1961	224
2182	Amblyomma lepidum	Tanzania	not given	-2.9395	33.2574	M1	not individually recorded	1955-1961	224
2183	Amblyomma lepidum	Tanzania	not given	-3.0072	33.2552	M1	not individually recorded	1955-1961	224
2184	Amblyomma lepidum	Tanzania	not given	-2.9683	33.1919	M1	not individually recorded	1955-1961	224
2185	Amblyomma lepidum	Tanzania	not given	-2.9546	33.145	M1	not individually recorded	1955-1961	224
2186	Amblyomma lepidum	Tanzania	not given	-2.9921	33.1156	M1	not individually recorded	1955-1961	224
2187	Amblyomma lepidum	Tanzania	not given	-2.9613	33.0352	M1	not individually recorded	1955-1961	224
2188	Amblyomma lepidum	Tanzania	not given	-2.9169	33.0009	M1	not individually recorded	1955-1961	224
2189	Amblyomma lepidum	Tanzania	not given	-3.0512	33.0906	M1	not individually recorded	1955-1961	224
2190	Amblyomma lepidum	Tanzania	not given	-3.0519	33.14	M1	not individually recorded	1955-1961	224
2191	Amblyomma lepidum	Tanzania	not given	-3.1134	33.1259	M1	not individually recorded	1955-1961	224
2192	Amblyomma lepidum	Tanzania	not given	-3.0875	33.0539	M1	not individually recorded	1955-1961	224
2193	Amblyomma lepidum	Tanzania	not given	-3.1412	32.9881	M1	not individually recorded	1955-1961	224
2194	Amblyomma lepidum	Tanzania	not given	-3.0264	33.1898	M1	not individually recorded	1955-1961	224
2195	Amblyomma lepidum	Tanzania	not given	-3.0709	33.2278	M1	not individually recorded	1955-1961	224
2196	Amblyomma lepidum	Tanzania	not given	-3.1012	33.1815	M1	not individually recorded	1955-1961	224
2197	Amblyomma lepidum	Tanzania	not given	-3.128	33.2282	M1	not individually recorded	1955-1961	224
2198	Amblyomma lepidum	Tanzania	not given	-3.1439	33.2653	M1	not individually recorded	1955-1961	224
2199	Amblyomma lepidum	Tanzania	not given	-3.034	33.3006	M1	not individually recorded	1955-1961	224
2200	Amblyomma lepidum	Tanzania	not given	-3.1027	33.29	M1	not individually recorded	1955-1961	224
2201	Amblyomma lepidum	Tanzania	not given	-3.0775	33.353	M1	not individually recorded	1955-1961	224
